Unnamed: 0,customer_id,date_registered,username,gender,address,email,birthdate,current_location,residence,age,salary,credit_card_provider,credit_card_number,credit_card_security_code,credit_card_expire
10,549d1f75a0f5bb9bca0380490cf3b50aeded741df343aff89e602d897176f70e,2021-08-21,6391abd903f7c8820f1e80124b3a68d1f6d1b90caa87640a4a0114534c49e47f,M,***********************************************,66ec7b8cfc1f35ed27edafabe93667597b75e5679f98c930700cc3e61c4a7686,1909,"['78.4831185', '-0.820174']",*******************************,40-49,50K-100K,Mastercard,*******************,***,*******************
11,3d69b1b96a98dba0105841356453a27f83246491eb54b84e7b069cda7ef708ab,2021-08-22,74663f6e31c3bd9fd4bb9716bf42d523870a673677aa4d285f95b9800b4070c8,F,**********************************************************,fd5443eac7f218268656475ba05151d207b1b2010319c87aaed44d5545eccb0a,1960,"['18.9796615', '34.978919']",****************************************,30-39,100K-150K,Discover,****************,***,*******************
12,bba0ccc9e98308994e3fd525f089244a590a6d244ab2201c7cce90ae6b615ec2,2019-07-18,1ce4d6005c8f9636caddf57d97c8fc6c1aadc0b7d9d719f94eac84459a0de75a,M,***************************************************,50ab5480e4066e2cbcf0fda786b8c35e50e9638862f33db0b90e59e96957c3dd,1996,"['67.454802', '-89.664743']",************************************************,50 and above,50K-100K,Diners Club / Carte Blanche,**************,***,*******************
13,48c90aec1b3b7d61c79b09b6650274bb12989dd32a002f75c897945f12005c18,2020-07-01,6d4ddfaedcdc004ffdcd9ff1f9b47e381735528f32368f1d96449e9ca10f4d74,M,********************************************,709ce6af86f49c95a2766904cd39df92b3fc15a10182b69feaeda96d01e6a4ee,1999,"['-37.5069785', '-113.107777']",***********************************,30-39,50K-100K,VISA 19 digit,****************,***,*******************
14,1748c4e3ca753cf9337d07ffb13d1550d9a02d78a2442535565428e3031a9fb7,2022-05-09,b3c1503bfadc06271145b32e2fb1ca2c69a09a67a81bb826862be6543377fa61,M,*******************************,2f947f7b2cc72875cdbf5bfb26e5cf3eb0fce9c613f09c40b733fcc8478fb617,1928,"['-81.814827', '-171.417053']",*************************************************,50 and above,100K-150K,American Express,****************,***,*******************
15,67270a3feb806ed9985a8af7f144454b0be9e0c6adeb5a8a6512a9df26a0e028,2022-06-21,38bb8f6a910e1f476acb9573797ff03837650998503aae66975ccf5653cb4673,F,****************************************,1921c4d2eb57ccbe0e479ad82b25dec0d60d21d85444b7a191f5bd1495e79226,1929,"['-24.925930', '-142.885150']",**************************************************,20-29,100K-150K,JCB 15 digit,***************,***,*******************
16,9a803303032d1e607a336492a40accbc5cfb9aaebd0bf982c0188538aa285b53,2019-08-24,43bfbea0f71ee53c648ce911d3680feb543e2f7c25f55a331a9303fe0f6f7f88,F,*******************************************,6245ed34c33865ccd084710096cf1a55a84de686c94cdf5a9366cfd41ec34042,1993,"['73.632736', '107.711584']",***********************************************,50 and above,50K-100K,JCB 16 digit,****************,***,*******************
17,6362768a45a8c4620fe41f9b2cdc88d6d9f077f6890f97f85bc7307ba13aead7,2021-08-18,a27c29b344778b354726995614c9de4681b7d88b052e6650ab215b0de206a2f3,F,************************************,c5aad7e2967306cda1ebf6d3e45a169920eb3ee8dcb5c6256b8d7ff58dcf52ea,2014,"['53.859108', '-4.357020']",**************************************,40-49,Under 50K,VISA 19 digit,************,***,*******************
18,e30914750131e98d30ffeb2e28be1c1669dff91d79acc04bac442274733aac9b,2020-04-25,749e6d63fb1b3060c58d44955f5d9398074619ba267c29ea0bd0f1e198849023,M,**************************************,c1362e3a5a2411dae10c26f99d6e2703e417bc26fe28926491b4ab3c2962b5ca,1950,"['13.4592535', '-2.480665']",*******************************************,30-39,150K and above,Discover,************,***,*******************
19,bf2daf1a2b4da7a87dda7d4d5fda26889fa75fec1a5a6921f858187c24079081,2019-10-14,faa121a02c534d988bd0bfd32969a81536230d4e1016b3071a0425266fdf6050,M,***********************,6acc43bed0566c2190f3fdec69543b3c8e0d701646028382ff2e20826fb1cc1c,2014,"['-5.6704225', '39.974192']",********************************************,40-49,150K and above,JCB 16 digit,*******************,***,*******************
20,517615118475428ff2fa4d3c900d806d58903344badafb11d09f8d278fec0a9c,2020-09-17,4d3f38a064515332963819431a62e56eecfdabfea244ea7cd415060149276c3c,M,**************************************,0de3d1ec5d6703bc56e2072c30b9991b2b3728f25104467142275b555d363ca4,1962,"['58.4856465', '159.210674']",******************************************,50 and above,100K-150K,VISA 13 digit,****************,***,*******************
21,b1aba869aa4334a894da7ac5e897e4248dbe7e49a123068c4685f1e2d36e4d4c,2020-02-23,5d5389f93093cb217c5cc300e8e91bd95ccd696070473631d5f8078a07fa2d7a,F,*****************************************************,d7593fe04811b18f36b63fa64dd2d943deb85163fac70d6c5420656f6d31f763,1988,"['-16.335065', '122.866650']",*****************************************************,30-39,Under 50K,VISA 13 digit,*************,***,*******************
22,2c0100413b313c3ba94c4d08174b0200cc658d9bf8307f58491082a7b39473bb,2022-01-25,9bbacbe7a4d277f683f2b40d1799139e23c2f5deb88db7749b12250a0e3c6b8d,M,**************************************,3ddf9b8e990e27f22364e64a2e3c4c381224c051b1740257cfbcf04a3eb2a03d,1948,"['-33.3945515', '39.872755']",*********************************************,20-29,Under 50K,Discover,*******************,**,*******************
23,66b3ab08b34e9712c0d41ecfd182d655ada5dd04f77e29c95a2da0d2a444d59b,2019-11-15,7fcbed082500f6706ef68517f7753c813568abc9829f597572fc51d09d7a80f0,M,*********************************************,3728ab856d44148cbb4fbc91231c6bebea005b49d5cb8f2407d2112bbe14ebdf,1992,"['10.720397', '67.590393']",*************************************************,30-39,100K-150K,VISA 16 digit,****************,***,*******************
24,f825a1e704a8a39765b4b816868dd121d99eb7b23d4aecc2a38397c232b38a1c,2022-06-01,809542a00155770869f38886e7c20914ca730d956bfab3cc522f02a10a0bb4f2,F,************************************,f440a62a302024fa96c2c3bb1c2311e093033d4fa6b4efa089021a184104828f,1978,"['-15.410874', '-154.585253']",************************************************,50 and above,100K-150K,Maestro,**************,***,*******************
25,b7d5fb69dad4a6e23eac8be604e38a4b9d0cfdab62cde6e6847ee64693a04592,2021-11-18,9cc7d5c19c8a5cb9bff098299503ef55130f2cd8c1f35ddda62dec9e7fad26c7,M,************************************************,975fc58e2eab0b68c51b68b76dd0173c4523665f40ead4c75a7e965d5d6f5a5a,1956,"['26.2968495', '-47.562637']",*************************************************,Under 20,100K-150K,VISA 16 digit,*******************,**,*******************
26,87cd73606def31bff43f7e876f1c1dbe73d618e93c014b69b04a62a19093fa90,2021-02-16,d9fc88755d594ae47795ff274c140db6ce57dbe521ab5b025cbaac92455474b4,F,****************************************************,a4033c96ff1f70f0e8b81d2607c26a7756eb8fc78ea1ddf000acd0ea44b15bca,1973,"['-59.1622195', '67.879394']",**************************************************,40-49,100K-150K,Diners Club / Carte Blanche,*******************,**,*******************
27,643cdd64e68c50aa6d5b88c304fcbaf177aef108f27656c01c65750829543ff3,2020-07-27,9580650e52687c22c26ac4da312b37b0deacb3e701510408515c0807561ea1e6,M,******************************************,542b9307b36e27cd17f54d48d63d89a14f2745f967fc813e02765421d1e74871,1992,"['-52.127987', '-131.156368']",**********************************************************,20-29,50K-100K,Discover,************,***,*****
28,13426db36b4cea92a21f75ce28303501671777d12d5722ba513a1d123eec6343,2020-08-07,f7c04e7d6c9ced23c4b1b41e3989e1d8eda2efd13ae169d2659117fa50ba8d31,M,***************************************************,7846a3a90e19c96f8f4385745df7bf6198bf5165c1c8a9145415571af0e0c8f9,1934,"['-32.770851', '133.658289']",*********************************************,50 and above,Under 50K,Diners Club / Carte Blanche,*******************,***,*******************
29,aa5cb4d03b5a377cf45c98a4084f2aa9c8e1b2cf50c6a66250ecbf9470eb3057,2021-07-21,fab40b8dd09a47250690f54810909ac49a8f92522f174aba4877ce49a8e1b97a,M,****************************************,3fddd55489a73b30a3ded162c0c00eee3e916f7fd53f36276a9a41c90ecf80ca,1931,"['27.6796135', '-40.988177']",**********************,20-29,150K and above,Diners Club / Carte Blanche,****************,***,*******************
30,f56ed45c999a28fcc8e1f621c70b8b4170052de8f7053a4ebedd9f9e00d4227b,2020-06-13,36d2c16671bb26ab09d3d529c1252b375e6730c0e3f3fc78b393efbee922cbdb,F,******************************************************,4e71bdd0b87cc78c3fd39246d2d92e5c498e0f0f0fe423fd0efc703d2344131a,1996,"['86.3435845', '0.177795']",************************************************,40-49,150K and above,Discover,****************,***,*******************
31,503e8328576accf7a4f39d42f49df240cb50703d73df162b9c636e66a5009a03,2021-10-23,6dc88a13d62dec5e37aa639e5a37aa587329b7790ffa287e3cdec2dc407c8bea,M,******************************************,6df7d96280fe216bca1d2a042f3d3cd2769d9e40e9c93639a0bfd17766c86860,1982,"['58.3900285', '102.675952']",*************************************************,20-29,150K and above,JCB 15 digit,****************,***,*******************
32,c904fcfdb7f26b4247c26ee50861d0af86b6e3a0517ca5dba8a03ad020272245,2021-06-01,6a19a9aff42df05cb4504fb847f4fd8fe39604196ed9d647d7a14ebdfec7b69e,F,*********************************************,c9ba4e44ca626d0d97cbe9e58d8def62120c507b508e9b07b302da4481ae6ef3,1973,"['-5.069202', '94.989850']",************************************************,30-39,Under 50K,JCB 16 digit,****************,***,*******************
33,12299ad38354577781e47284ebb7887068d71eb3ba3d7f8d1f861980ee6a3232,2021-09-24,d56cbb0f09058339b2310745ad0fd8da48857fb0c6314234bdfb1e47dd8e3efe,M,*******************************,99d3a727c8f20a3191244921a02f063ce55c927333860f3c1edd9d6c781b63c5,1953,"['-32.922122', '-127.591151']",**********************************************,20-29,100K-150K,Diners Club / Carte Blanche,*******************,***,*******************
34,571945f2864f1308c8921dd3d5ed36fb8abdf5e1428dc58af614f89fb32b5a2a,2020-07-31,b586ace52125123222736ebc6052a9beb98e0efd2341c0deb6be638f7a294d05,M,*************************************************,b896b4ce1daeb90fb21101ecaf30e801c8cf11320e9e81c3c2cfd13236f958d3,1942,"['-30.612865', '125.011521']",****************************************************,Under 20,Under 50K,Maestro,****************,***,*******************
35,4fe1ae20b6a7b6a40552026a281e3e0e87c2d94b21e6957f1a2105b7d395e2dd,2022-02-18,3e6fbdbfd240b5fd121ffe988d40d9a1e056bdd07c08327a57cc15a0d1843a54,F,***************************************************,f56e8c0ac7eb1d93c8f018f4565f0c8b5d29dd92009cb70d331958fdc58fdddc,2004,"['-22.748445', '-43.972861']",*********************************************,50 and above,150K and above,Mastercard,****************,***,*******************
36,569ee007fb18901a6a1ea2beaf0b16c677dd51baa087359e63982c721120af8e,2020-09-18,57ebe9dba546ae3ef7f390be2e28cd1b4c2693d0e707149b99cea10d7f81920f,F,***************************************************,2ac3a881e0380872da70455c5c6469fdc0ffa890514d61aafd6912e3f645623f,1960,"['-40.063794', '-34.027521']",******************************************,20-29,150K and above,JCB 16 digit,****************,***,*******************
37,f7df3505ba9dda000417e3ac8a95616d7a536bf6b65a801f8c10491893ec649a,2021-05-07,ba92a64e2d10c4efdbf27bb34b8629ba84a436a2c9133d89ce1f8b2b1ebeaa24,M,********************************************,24a8e58c7c0dc96af240d365a1b2e375da039c7f3b3a0e81f62fc27390422fc3,1952,"['41.1486955', '-83.219928']",********************************************,40-49,Under 50K,VISA 16 digit,****************,***,*******************
38,b2ca6245389cdf474a48b9d0f3f0b15232f594ea3634616f98a24b7e0f5a1ae0,2022-02-18,ecb3388e15a01faed9a218a53f2a61580dc0c6041e5690655bc4b8c36ba1b302,F,***************************************************,281746acea5b184d7c8d20aae7aa308b404ec9f80543d0476822b9548d409fb7,1984,"['-33.812731', '-156.372654']",*************************************************,40-49,Under 50K,VISA 16 digit,****************,***,*****
39,0c32b40880e78b84330eac961252484d76407317774ecdd4fef20cb11b0006c0,2019-10-17,e4a11c0cf05050c7b065691d1622ee193d564d70fc0c2e78c6ec5e9501a80183,M,**************************************************,5afac6f1f3031deb6983874c719ae309c419a56c1556fafe77fb16fee55f0915,1997,"['-9.782320', '-176.639822']",**************************************,40-49,Under 50K,Mastercard,***************,****,*******************
40,b84b117ee77018065a5cc6a58dc166a476e2ce560f7f176e90a53f0af5a0cd1f,2021-09-30,00678e68e72fe27410bab74a620e55e79b265d91a7a8281702a1b06ee4e8ffeb,M,*******************************,ed12bf370253748bde4b1362cedd1f1230932256e92b1b3fec4cdb5e4c01a31b,1972,"['-39.090906', '125.976372']",**********************************************,50 and above,100K-150K,JCB 16 digit,****************,***,*******************
41,0cc95af546269c573458cd6c4103a6c46668b787f81dab139accdf7973295829,2020-09-30,e467b77dc65de45d4d0a57adbcbe8e68e9054fcd0277784541ede80eabe6031f,M,*************************************************,ed34c34fa78e6f3b09d37df1dafa6a896fca92f71fc676e3712897e062c2148b,1985,"['-15.754478', '167.887510']",****************************************,50 and above,100K-150K,American Express,****************,***,*******************
42,b7d29dbd27d081b33df7d4247123792ecd94c5c2d49f9ab16be6853bab163e71,2020-03-20,9c5be569e4b8ac48229ea3f76105ece215acd913c65e9b9abffd32cd79ee23f6,F,***********************************************,40df14de8f5d4e53c2c23da875e4a6f4526b03ba69de8fc265c045549da7ab72,1929,"['-83.794104', '130.081608']",************************************,40-49,150K and above,VISA 16 digit,************,***,*******************
43,13271a37e67e3e5e7e39042a4ebef760dbdb8209235d45de1e1f091d3248e1d5,2022-04-01,f84175c33b4e4d6b17029bef66f5dc141088851f2cd64585b120297ca24c828b,M,*********************************************,4a2721c2c01334ac2ab11f98f53d16e630d20257576371a54104ae66edc24ceb,1927,"['-70.229004', '-164.198640']",***********************************,20-29,50K-100K,Mastercard,****************,***,*****
44,d633d173bdfeb1449303856d295bea62a0b9a28f177212e6f0b24aeeddafee5b,2021-01-20,413044704539130a004101dc97592300c758aa80a6a9bec443c540f30a7e328e,F,**********************************************************,bbd7a760a13026d1da018a58c5ad528ad4ee3634deb947546cfc2ee8a6284172,2016,"['16.390552', '-79.119555']",*************************************************,30-39,50K-100K,VISA 16 digit,****************,***,*******************
45,f6fd222ee5ac59c70811a9c6a96f5a3c6626984a4a3b5b39ddcb7a0810fdb8cc,2022-03-31,da14204b6599b283252d839db378a6f23ce3eda10ca4f5e04484d8ab5d61d630,M,***************************************,d3c1e9093c437d9e3b077d5aa267342db2bb4f5b134e7d61588deaa3dcc1c20e,1983,"['-43.4544705', '-168.046879']",*********************************************,50 and above,50K-100K,JCB 15 digit,****************,****,*****
46,632950e12de12373d9df27b9492551a9582c79552f7996f1744a8e7c4ce88128,2019-07-29,12fac9b64150b7371153f6f30f7ebce35d1c111f4b2bba5ed0f995adcdcddb59,M,**************************************,28d38ba02ca2f6b49e3e1d196307da6807de873a2001292b31457db3d95c146c,1943,"['-57.979225', '77.674956']",********************************************************,50 and above,150K and above,JCB 16 digit,*******************,**,*******************
47,a42cf164318d4851fb6f0dba88fc32e2f4eb9228bbceea1ae2bfea7fb61fc84b,2021-09-03,5b22f028c7f0b5701ecf7eb51766cf5fdf358852de3b421c85843cfe31257d1f,M,****************************************,454fc4f949de8bfc62b64b35c0e679a7c9a2cfd3b5ac6e1724f45a8126daef3b,1973,"['0.012332', '-136.063149']",*****************************************,50 and above,Under 50K,VISA 19 digit,****************,***,*******************
48,11059fff40ba53e062d79bc04c4d6f71f6a06b0b5af69a881727f9f0c875d991,2022-01-31,1f8125c0dda8938aa393c0a9d75aab3e7cc54ea049bc0bb46040659df9c7b5a9,M,*************************************,0d911c20313d5de715fa0b0938e9bd9b0dcf11d8bd13813226078d2f6fd8164f,1941,"['21.3245575', '146.217745']",************************************************,40-49,Under 50K,Diners Club / Carte Blanche,*******************,****,*******************
49,0926063fa78f13fbd6ef1ffef3f75521889702c558e06c8f7e9b8d25bec54ccf,2020-04-11,2efb0eeed2228a4724aea821c805e84fa1c7f109f6ff7bdfd3da852cf9d89925,F,**********************************************,b279fae38cf2f8c24a98b4d940064f3212a8db1789f1d972508661852487574a,1996,"['-64.6830555', '-1.347634']",********************************************,40-49,Under 50K,American Express,***************,****,*******************
50,f70afe9a257e874102c4fa941a7c8f53e5e15f775fd2be1f6b25c7942f9fc2e5,2021-03-02,b3ec2739090a0a5cd7a9e8782d15899a376b4287cf54a6d7596e2d04f0264c2b,F,**************************************************,602a5982d4eb3b944df3402b3de31056c4b766688ed868bbd87d092c0f41477a,2018,"['-9.611906', '-87.018332']",********************************************************,40-49,50K-100K,VISA 16 digit,****************,***,*******************
51,a529308afc60cb1ea7b3da09fbedb9c71b15438b67e59c349649e39784ca5a84,2020-05-19,1fd8d910e747b701396ae540758f8eca3dd2d40291b1ba58c5348e99e0e8f3b8,F,************************************,d5cddf4e3e0dfd5f32568a3736dad2c1435d38cfad6e0a316f2fb4ad56e4323f,2011,"['68.9962265', '146.063378']",**********************,40-49,100K-150K,American Express,***************,***,*******************
52,0d589ca97d1de9bdae7b2bd04023624c05b2eae3f191c1a5860f99565e693948,2019-12-13,ec8c93c2ed37cfb22a2b7d479ce3db7621bb418116e643cf6e05621776efe55d,F,*************************,8a97658bac12ea4085a8908ac1940e8c14faa69eb291522702884308e84fcc44,1995,"['-17.9057775', '-73.744665']",*******************************************************,40-49,150K and above,JCB 15 digit,****************,***,*******************
53,f0e36502e6550f83993c6360792b1efec83f46fc422a8bc310474065bf15aeda,2021-06-29,c8bf4c041da8b0a19433e60550595799f5a9855196c52dce191dbc483e90042c,F,************************************************,d852441b7572e41a4350c4aefae73e167b2aeb3cced211e382aa833a1515a29b,2021,"['-70.222590', '40.146724']",************************************************,30-39,50K-100K,VISA 13 digit,****************,***,*******************
54,69ced2d40dc484749a31ae8c6218e32c83ec6dc888632bca2acc864727084922,2021-07-28,30205c6d51dab9231b90dec3074a168ab04c0e403a184c90e2b9c49b4ef218b0,M,***************************************,0089c88e6dd2ca9788e48d37b2fd136f55ed8d0aa1b100d8fc5c1cc0fc7ae45d,1930,"['43.6202275', '-52.261839']",****************************************,50 and above,Under 50K,American Express,****************,***,*******************
55,535811d61de6a827e3fc1e73cacb4841f7229872045f6a392cfc65da79382540,2019-12-19,e3c3c87c183f7fcdd47a1eb33ed771819d7308e7f3767509583a089f7e2c02c4,M,****************************************,ab8b42ba62d8255f4ffc4348dcbf99b5c70f3b91058505d2dd84414ef38077c8,1963,"['-14.5629535', '84.973345']",***********************************************,30-39,50K-100K,Diners Club / Carte Blanche,***************,***,*****
56,a8af9f7916f9af792d53c18b53a85f5e973f86bebd7395ff4facf1be826e51d4,2019-09-05,128cc8b8b4f2ee24ed3efcc489193b1c9446621dcd9ac774c6d28c4c6af34c23,F,************************************************,e4284eae5035b5d3618f19c50088628894ea3877b5e327b96d93b38e6bf21992,2018,"['-67.635773', '-94.353175']",*********************************************,40-49,50K-100K,JCB 16 digit,***************,***,*******************
57,734f1a873403055c17ca59300ef08a830af1652c68da7bc530aca2d389292a3e,2021-05-15,7403360f1e13b125fbc04edfdde2a04cd6e812dd73d4281fce2bf27479101d6f,F,***********************************************,b7e214a66222cad1f00125c0eef2ca839910b039ca25756d4ba3acf9bd463b87,1967,"['-17.9559065', '97.037270']",*******************************,40-49,150K and above,Diners Club / Carte Blanche,****************,*,*******************
58,e75409e07432a5528a4fe89c76e1e5ec5801d9d6da892b804fad7927b9e09a5a,2020-09-10,0376a292bb2d0276715659b56be27e7c3d9aa5c575e6c4c8554ab690d017c57b,F,*******************************************************,a7b9a5829c54d4ba3009f9363fdfee526d6c6ceaa863038ee5479f7dd29a4591,1989,"['54.599791', '-36.179977']",****************************************************,50 and above,150K and above,Discover,*************,***,*******************
59,7d7744b14e5e199525bb84dcef766c590c06f4bc7e3361eed2660d9fcb61f440,2021-08-12,4ccc7c9be276f95e6cc046899c970e5dd5145b9900c2468ef93997689e8e6aa5,F,************************************************,d8d014a9020a1d2e42e6773b87e9ec1d31793dc79d5262feb9e1ec56fc63f00f,1907,"['8.3017985', '106.848908']",*****************************************,40-49,150K and above,VISA 13 digit,*************,***,*******************
60,402508a49fd9633b5ef781bd5799263c55686a306de8f852425b12eb4c0c2afa,2021-10-06,ba9874bc86d3d4fb7ff03009bfc09be20755aeb5cbad7ecb817f4587794d6bf4,M,****************************************,aa1d81902ed70617ab0c95f87ca693f808f239a94ce21c9460744ae05916f0e7,1953,"['36.462719', '168.860852']",***************************************************,50 and above,50K-100K,Mastercard,****************,***,*******************
61,1f674fe3811b26a796129b118d96b0c74fd485a03ec52ee473e46b944d661043,2022-01-21,f21acd160843fe6c8efb2edac1ac912b5e58c71dc4ab426cf523afa544f8b28b,M,********************************************,1e92804299cf767c046d77dac58992878c0b0dbc794ad628fc73514fa918730c,1941,"['-19.500522', '-39.977691']",*******************************,50 and above,150K and above,Maestro,****************,****,*******************
62,7c227c73981dc412c9b3baf8b9f2154d85c3ebe5e37fa8ce4792d70e3e8a0cef,2021-01-28,843c4ef12e843a82d62beea14e43a3dada903fce7419fa8930cc5d5babc9b5da,M,***********************,06033027f60257f3e786429eb02992abf1c91931f36a7bbeeafd83a2f54ffa43,1919,"['60.5669105', '16.120843']",**************************************************,20-29,100K-150K,Discover,*******************,***,*******************
63,77de96cf6e553eb73cd3788dd588d672e1bbf41924bdfa07f04464d1e995abde,2019-09-27,d741f5561973ed91a9d62425b461082b68cb0c888ef1954e45346922b6a92965,M,************************************************,8d2aebcdd4062a38869609afa42066c7717f523264a34b72606c4534ee60e4db,1926,"['-75.182604', '-103.411679']",**************************************,30-39,150K and above,Mastercard,****************,***,*******************
64,d766036aadb7aaa631bf9b92bddb1438ed310dcc0da37b4ae694e201755901c7,2022-04-09,c49d5f77280a273299c02a4688c95b8d304b0cdc27408f091245ee9e27b96b82,M,*******************************************************,de351d07b11718a268921714959109695a70ae51e4c8a4188c20b9a430b05bfb,1970,"['76.4149345', '83.737960']",***************************************************,20-29,100K-150K,Diners Club / Carte Blanche,****************,***,*****
65,b118819e90546d778080c045578a2bb32ae6e1002f4a8136134eb0618d80e69a,2022-06-16,b826eda97a523ada1df36b7ca27436fb119c5082b4f2ab8db87b324111ef3536,F,**************************************************,2e6fd160227f374bdcbde9c9095405e9ba039bb43f1dc0d3b50ce7023bb4cd1c,1925,"['70.7876795', '-3.616354']",*************************************,50 and above,50K-100K,American Express,***************,****,*****
66,2482227876a08e34f5c9cfb30caed4b3bb169a7001f4b3bf346297c290a56553,2022-01-11,2b1cc8de832d6336d6a338a3fb3f6a00e1945bed58a6f78bc400f62dceaa82ac,F,***********************************************************,60b649a0e5701317aea9c27b309433cc6296350050c3bda5060ad01344a33202,2010,"['-42.6643525', '93.444922']",**************************************,20-29,150K and above,VISA 19 digit,*************,***,*****
67,1ed7371ea0cf1a94240f3511a50bfca396ecb5b5ce6ae36a21eb54db972e54bb,2020-09-16,9c2eef1b9cba4ccd98b4bd706cb6a7821bd42619df32090bbccf981aec839614,M,****************************************************,588f480583fdca968d02ebfcae995beea138798df1e43fd1ab0abd14fb1e6d71,1922,"['84.4510425', '138.097981']",*******************************,20-29,50K-100K,Mastercard,****************,***,*******************
68,14b8e87a6cade21877bc657c029ad1ea6b2c92bec1941d377dc1215941d2c950,2021-10-29,e73aaa7e28b1992837516e624bc18b7df23a6804302accffb2b2fc704214b82e,M,***************************************,ddfd6e84f81629e68f4ee2818111f24a4077ee705e409b452f2690d4859687da,1925,"['-12.502528', '-163.138129']",************************************************************,30-39,150K and above,VISA 13 digit,****************,***,*******************
69,3f3699ade677a8ac928c1a3105561365ef73605e20302b37dc03fd68ee08f02c,2021-02-04,cf49ec1cb59516b857f10d8ff19da4d9c4ddbe70c2522c8242a78aa45b1e8ebc,M,**************************************,8d9ee8b59ab947522c0bcb1438e868fe262c613d1cdc05229d70c6920f9d9ab0,1916,"['-52.315020', '-44.957695']",*************************************,30-39,150K and above,Discover,****************,**,*******************
